Alphafold,ted_id,uniprot_acc,md5_domain,consensus_level,chopping,nres_domain,num_segments,plddt,num_helix_strand_turn,num_helix,num_strand,num_helix_strand,num_turn,proteome_id,cath_label,cath_assignment_level,cath_assignment_method,packing_density,norm_rg,tax_common_name,tax_scientific_name,tax_lineage,interactions
P08575,AF-P08575-F1-model_v4_TED04,P08575,0b8206bfb67b90924953e34c04b4657a,medium,489-575,87,1,90.4813,15,0,7,7,8,9606,2.60.40.10,H,foldseek,11.276,0.295,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P08575-F1-model_v4', 'ted_id1': 'AF-P08575-F1-model_v4_TED03', 'ted_id2': 'AF-P08575-F1-model_v4_TED04', 'pae_score': 12.0, 'id': 30371888}]"
P08575,AF-P08575-F1-model_v4_TED05,P08575,ea9437d24ba774828bd78d8fe56fe531,medium,635-918,284,1,94.2512,49,10,11,21,27,9606,3.90.190.10,H,foldseek,12.523,0.289,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P08575-F1-model_v4', 'ted_id1': 'AF-P08575-F1-model_v4_TED05', 'ted_id2': 'AF-P08575-F1-model_v4_TED06', 'pae_score': 7.0, 'id': 54846624}]"
P08575,AF-P08575-F1-model_v4_TED06,P08575,007401c9941cb8d1ccadaeb4af6fdf20,medium,948-991_1015-1150_1162-1231,250,3,90.1466,42,8,11,19,22,9606,3.90.190.10,H,foldseek,12.858,0.293,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P08575-F1-model_v4', 'ted_id1': 'AF-P08575-F1-model_v4_TED05', 'ted_id2': 'AF-P08575-F1-model_v4_TED06', 'pae_score': 7.0, 'id': 54846624}]"
Q5H9F3,AF-Q5H9F3-F1-model_v4_TED01,Q5H9F3,3f7d948d9d100bf17eb02e8eba8c9d43,medium,1429-1550_1559-1577,141,2,78.1621,22,7,0,7,13,9606,1.25.40.20,H,foldseek,11.45,0.34,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-Q5H9F3-F1-model_v4', 'ted_id1': 'AF-Q5H9F3-F1-model_v4_TED01', 'ted_id2': 'AF-Q5H9F3-F1-model_v4_TED02', 'pae_score': 26.0, 'id': 64771166}]"
Q5H9F3,AF-Q5H9F3-F1-model_v4_TED02,Q5H9F3,c7a5becac2bcb812bd3fe9a99e3c3ea7,medium,1595-1668_1683-1711,103,2,74.093,14,4,6,10,3,9606,3.10.260.40,H,foldseek,10.812,0.308,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-Q5H9F3-F1-model_v4', 'ted_id1': 'AF-Q5H9F3-F1-model_v4_TED01', 'ted_id2': 'AF-Q5H9F3-F1-model_v4_TED02', 'pae_score': 26.0, 'id': 64771166}]"
Q07812,AF-Q07812-F1-model_v4_TED01,Q07812,af7b92ac83f91486ee93f5e494078052,high,17-36_54-190,157,2,92.2875,10,7,0,7,3,9606,1.10.437.10,H,foldseek,12.761,0.302,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P35637,AF-P35637-F1-model_v4_TED01,P35637,2f3acdf089bfb310a5c37fb26a57c62f,high,285-367,83,1,88.1983,18,2,5,7,10,9606,3.30.70.330,H,foldseek,12.2,0.304,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P35637,AF-P35637-F1-model_v4_TED02,P35637,148672b7604c37596db4a7a1ec7b0d47,medium,423-453,31,1,87.2532,8,0,2,2,6,9606,4.10.1060.10,H,foldseek,8.727,0.285,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q8N653,AF-Q8N653-F1-model_v4_TED01,Q8N653,ffb4539cadbc7361d7d195ce9649027f,medium,52-332_384-419,317,2,88.7471,73,2,33,35,38,9606,2.120.10.80,H,foldseek,12.279,0.282,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q8N653,AF-Q8N653-F1-model_v4_TED02,Q8N653,a6b8019c12339ca866e763f95be4cd8c,medium,427-487_507-632,187,2,88.9398,20,11,3,14,6,9606,3.30.710.10,H,foldseek,12.291,0.329,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q8N653,AF-Q8N653-F1-model_v4_TED03,Q8N653,fc3fe9302aca6659cae5d33b90839fc9,medium,770-840,71,1,84.1665,5,4,0,4,0,9606,1.25.40,T,foldseek,11.273,0.319,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q12824,AF-Q12824-F1-model_v4_TED01,Q12824,1be99e170b91cb087058b6a3ad637bb2,high,15-106,92,1,83.34,14,5,4,9,5,9606,-,-,-,11.324,0.292,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q12824,AF-Q12824-F1-model_v4_TED02,Q12824,74ae1996dd4e37490d4a8e91e1d64dab,medium,260-331_342-379,110,2,88.8443,12,5,3,8,4,9606,-,-,-,11.348,0.313,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P01127,AF-P01127-F1-model_v4_TED01,P01127,827c48f510ded76b32b12e8877c4da7b,high,97-181,85,1,94.7028,13,1,5,6,7,9606,2.10.90.10,H,foldseek,10.455,0.397,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P23771,AF-P23771-F1-model_v4_TED01,P23771,65a11686c4db077f02a9d697a2458871,medium,260-308,49,1,88.571,9,1,2,3,6,9606,3.30.50.10,H,foldseek,8.4,0.291,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P23771-F1-model_v4', 'ted_id1': 'AF-P23771-F1-model_v4_TED01', 'ted_id2': 'AF-P23771-F1-model_v4_TED02', 'pae_score': 14.0, 'id': 63208653}]"
P23771,AF-P23771-F1-model_v4_TED02,P23771,829f51234360397e5e6008f3b6bee35f,medium,309-364,56,1,92.5909,10,2,2,4,6,9606,3.30.50.10,H,foldseek,8.762,0.285,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P23771-F1-model_v4', 'ted_id1': 'AF-P23771-F1-model_v4_TED01', 'ted_id2': 'AF-P23771-F1-model_v4_TED02', 'pae_score': 14.0, 'id': 63208653}]"
P02452,AF-P02452-F1-model_v4_TED01,P02452,95b5c48ef727f6b9de5bfefe2d97991b,high,1302-1464,163,1,94.5517,30,2,8,10,20,9606,2.60.120.1000,H,foldseek,11.8,0.318,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
O96028,AF-O96028-F1-model_v4_TED01,O96028,32b89af39496ae98829b3cae5f87f988,high,225-362,138,1,82.5688,22,6,8,14,7,9606,2.30.30.140,H,foldseek,11.014,0.292,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
O96028,AF-O96028-F1-model_v4_TED02,O96028,5ecdda7851eb4fcd9b4c81a0ba7d90a4,medium,670-715,46,1,89.0715,7,2,2,4,3,9606,3.30.40.10,H,foldseek,9.5,0.296,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
O96028,AF-O96028-F1-model_v4_TED03,O96028,61b0dc3b6c4fa8cc323d97d4699e4482,high,988-1178,191,1,91.6335,42,4,12,16,25,9606,2.170.270.10,H,foldseek,11.469,0.308,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q14839,AF-Q14839-F1-model_v4_TED02,Q14839,5547919876b9e4cd24a9bf7bdad58aeb,medium,369-415,47,1,81.0109,10,0,2,2,7,9606,3.30.40.10,H,foldseek,10.0,0.283,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q14839,AF-Q14839-F1-model_v4_TED03,Q14839,d48f005abc1f38c375391aae9fff088b,medium,462-517_535-634,156,2,84.5901,23,6,3,9,13,9606,-,-,-,10.471,0.341,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q14839,AF-Q14839-F1-model_v4_TED04,Q14839,3fd42a5ac1feb8864a47106ad100b51c,high,702-961,260,1,88.1797,42,11,7,18,23,9606,3.40.50.10810,H,foldseek,12.276,0.309,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-Q14839-F1-model_v4', 'ted_id1': 'AF-Q14839-F1-model_v4_TED04', 'ted_id2': 'AF-Q14839-F1-model_v4_TED05', 'pae_score': 8.0, 'id': 30894018}]"
Q14839,AF-Q14839-F1-model_v4_TED05,Q14839,f181f2b680996262184e232beb783e35,high,968-978_1045-1204_1250-1255,177,3,85.5728,23,7,6,13,9,9606,3.40.50.300,H,foldseek,11.011,0.295,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-Q14839-F1-model_v4', 'ted_id1': 'AF-Q14839-F1-model_v4_TED04', 'ted_id2': 'AF-Q14839-F1-model_v4_TED05', 'pae_score': 8.0, 'id': 30894018}]"
Q14839,AF-Q14839-F1-model_v4_TED06,Q14839,8d59334ce0312df00e00b9fbbbab2f6d,medium,1405-1488,84,1,78.0246,16,3,0,3,12,9606,-,-,-,10.043,0.28,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q14839,AF-Q14839-F1-model_v4_TED01,Q14839,32d8a39e79d69830c7dfbc6493d3648e,medium,150-213,64,1,85.3992,5,4,0,4,1,9606,1.10.390,T,foldclass,11.812,0.268,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q99814,AF-Q99814-F1-model_v4_TED01,Q99814,dc0e34018550cddfe298ec93d6291f70,medium,89-150_165-205_218-229_818-838,136,4,84.4571,23,9,8,17,5,9606,3.30.450.20,H,foldseek,11.4,0.318,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-Q99814-F1-model_v4', 'ted_id1': 'AF-Q99814-F1-model_v4_TED01', 'ted_id2': 'AF-Q99814-F1-model_v4_TED02', 'pae_score': 5.0, 'id': 53055791}]"
Q99814,AF-Q99814-F1-model_v4_TED02,Q99814,4cae753971e6458e74fd16db7c112c17,high,244-353,110,1,95.5836,18,5,6,11,7,9606,3.30.450.20,H,foldseek,12.156,0.297,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-Q99814-F1-model_v4', 'ted_id1': 'AF-Q99814-F1-model_v4_TED01', 'ted_id2': 'AF-Q99814-F1-model_v4_TED02', 'pae_score': 5.0, 'id': 53055791}]"
O14497,AF-O14497-F1-model_v4_TED01,O14497,8155e84139a27e42ae9dec6941ceedc6,high,1004-1110,107,1,85.3345,11,6,2,8,2,9606,1.10.150.60,H,foldseek,11.979,0.273,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
O14497,AF-O14497-F1-model_v4_TED02,O14497,e36ef4e820998431161394f4c85811d6,medium,1661-1744_1839-1863_1969-2025_2047-2094,214,4,94.7133,25,13,0,13,12,9606,-,-,-,11.955,0.309,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
O14497,AF-O14497-F1-model_v4_TED03,O14497,daa3dc48efae2a5384658758ca0a663b,medium,2141-2213_2224-2285,135,2,92.8357,13,9,0,9,4,9606,1.25.10.10,H,foldseek,12.296,0.287,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q8WVM7,AF-Q8WVM7-F1-model_v4_TED01,Q8WVM7,ae2ae6cfdae29f3f700843c74b49e781,medium,446-549,104,1,90.7056,13,6,0,6,6,9606,-,-,-,10.706,0.322,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q8WVM7,AF-Q8WVM7-F1-model_v4_TED02,Q8WVM7,9546cd360074b243893d9378a18d74f0,medium,915-1053,139,1,89.0429,19,8,0,8,11,9606,-,-,-,12.548,0.277,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q9Y6K1,AF-Q9Y6K1-F1-model_v4_TED01,Q9Y6K1,698f101067198470b91e662843726fff,high,295-386_396-430,127,2,89.5022,21,9,5,14,7,9606,2.30.30.140,H,foldseek,11.384,0.279,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q9Y6K1,AF-Q9Y6K1-F1-model_v4_TED02,Q9Y6K1,dcfb224ff69b9d29b6e9d869145509e0,high,474-611,138,1,92.7106,30,5,7,12,18,9606,-,-,-,12.316,0.279,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q9Y6K1,AF-Q9Y6K1-F1-model_v4_TED03,Q9Y6K1,8f388a002154cdfdda81f64b2fb2e72d,high,631-797_873-908,203,2,95.7549,32,10,7,17,15,9606,3.40.50.150,H,foldseek,11.887,0.296,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
P42336,AF-P42336-F1-model_v4_TED01,P42336,7b02c7178a915d5f8ea44b95137d6c37,medium,1-105,105,1,94.0244,21,4,5,9,12,9606,3.10.20.90,H,foldseek,11.222,0.269,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P42336,AF-P42336-F1-model_v4_TED02,P42336,3581a1c24b4e74dac6959f1d5e607b5a,medium,165-295,131,1,93.7317,20,6,5,11,9,9606,3.10.20.90,H,foldseek,11.483,0.297,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
